cve,created_at,source,body
['CVE-2024-56204'],2024-12-31,mastodon,"CVE-2024-56204 - Social Ink Sinking Dropdowns CSRF Privilege Escalation Vuln December 31, 2024 at 02:15PM  https:// ift.tt/POSVb6E   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56203'],2024-12-31,mastodon,"CVE-2024-56203 - Wayne Audio Player CSRF Privilege Escalation December 31, 2024 at 02:15PM  https:// ift.tt/cHe7YUm   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56066'],2024-12-31,mastodon,"CVE-2024-56066 - Inspry Agency Toolkit Missing Authorization Privilege Escalation December 31, 2024 at 02:15PM  https:// ift.tt/q6QHWdV   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56061'],2024-12-31,mastodon,"CVE-2024-56061 - Webful Creations Computer Repair Shop Missing Authorization Privilege Escalation December 31, 2024 at 02:15PM  https:// ift.tt/L6z9pIe   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56045'],2024-12-31,mastodon,"CVE-2024-56045 - VibeThemes WPLMS Path Traversal Vulnerability December 31, 2024 at 02:15PM  https:// ift.tt/UPzATdJ   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56044'],2024-12-31,mastodon,"CVE-2024-56044 - VibeThemes WPLMS Authentication Bypass Vulnerability December 31, 2024 at 02:15PM  https:// ift.tt/CwoZ8uQ   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56043'],2024-12-31,mastodon,"CVE-2024-56043 - VibeThemes WPLMS Incorrect Privilege Assignment Privilege Escalation December 31, 2024 at 02:15PM  https:// ift.tt/f5GAeIb   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56040'],2024-12-31,mastodon,"CVE-2024-56040 - VibeThemes VibeBP Privilege Escalation Vulnerability December 31, 2024 at 02:15PM  https:// ift.tt/kDYWFgC   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56205'],2024-12-31,mastodon,"CVE-2024-56205 - AI Magic Privilege Escalation Vulnerability December 31, 2024 at 01:15PM  https:// ift.tt/PqbWhms   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56071'],2024-12-31,mastodon,"CVE-2024-56071 - Mike Leembruggen Simple Dashboard Privilege Escalation Vulnerability December 31, 2024 at 01:15PM  https:// ift.tt/IBuXzRV   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56064'],2024-12-31,mastodon,"CVE-2024-56064 - Azzaroco WP SuperBackup Unrestricted File Upload Vulnerability December 31, 2024 at 01:15PM  https:// ift.tt/pr0AF9i   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56046'],2024-12-31,mastodon,"CVE-2024-56046 - VibeThemes WPLMS Remote File Inclusion December 31, 2024 at 01:15PM  https:// ift.tt/V5uoNCI   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56042'],2024-12-31,mastodon,"CVE-2024-56042 - VibeThemes WPLMS SQL Injection December 31, 2024 at 01:15PM  https:// ift.tt/eBU4KOR   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56041'],2024-12-31,mastodon,"CVE-2024-56041 - VibeThemes VibeBP SQL Injection Vulnerability December 31, 2024 at 01:15PM  https:// ift.tt/th6k7CE   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56039'],2024-12-31,mastodon,"CVE-2024-56039 - VibeThemes VibeBP SQL Injection December 31, 2024 at 01:15PM  https:// ift.tt/psC7XBd   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-13061'],2024-12-31,mastodon,"CVE-2024-13061 - ""2100 Technology Electronic Official Document Management System Authentication Bypass"" December 31, 2024 at 12:15PM  https:// ift.tt/W5KblIr   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-12108'],2024-12-31,mastodon,"CVE-2024-12108 - WhatsUp Gold Public API Unauthorized Access Vulnerability December 31, 2024 at 11:15AM  https:// ift.tt/skCvJ0p   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-12106'],2024-12-31,mastodon,"CVE-2024-12106 - SolarWinds WhatsUp Gold LDAP Configuration Remote Authentication Bypass Vulnerability December 31, 2024 at 11:15AM  https:// ift.tt/UdDANvn   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56220'],2024-12-31,mastodon,"CVE-2024-56220 - SSL Wireless SMS Notification Privilege Escalation Vulnerability December 31, 2024 at 10:15AM  https:// ift.tt/cDkGe3M   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56214'],2024-12-31,mastodon,"CVE-2024-56214 - DeluxeThemes Userpro Path Traversal December 31, 2024 at 10:15AM  https:// ift.tt/mDEOhCv   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56212'],2024-12-31,mastodon,"CVE-2024-56212 - DeluxeThemes Userpro SQL Injection December 31, 2024 at 10:15AM  https:// ift.tt/4gqYRtT   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56211'],2024-12-31,mastodon,"CVE-2024-56211 - DeluxeThemes Userpro Missing Authorization Vulnerability December 31, 2024 at 10:15AM  https:// ift.tt/YSkLx4G   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-13040'],2024-12-31,mastodon,"CVE-2024-13040 - ""Quanta Computer QOCA Authorization Bypass Vulnerability"" December 31, 2024 at 02:15AM  https:// ift.tt/yAkciUe   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-12839'],2024-12-31,mastodon,"CVE-2024-12839 - Changing Information Technology CGFIDO Session Hijacking Vulnerability December 31, 2024 at 02:15AM  https:// ift.tt/vIBRkds   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-12838'],2024-12-31,mastodon,"CVE-2024-12838 - ""CGFIDO Authentication Bypass Vulnerability"" December 31, 2024 at 02:15AM  https:// ift.tt/QZPbnI6   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56799'],2024-12-30,mastodon,"CVE-2024-56799 - Simofa Unauthenticated API Route Disclosure December 30, 2024 at 07:15PM  https:// ift.tt/hKG0tn6   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-12828'],2024-12-30,mastodon,"CVE-2024-12828 - Webmin CGI Command Injection Remote Code Execution Vulnerability December 30, 2024 at 05:15PM  https:// ift.tt/cS4Je0N   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-10044'],2024-12-30,mastodon,"CVE-2024-10044 - FastChat SSRF December 30, 2024 at 12:15PM  https:// ift.tt/A4WwZzT   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-47926'],2024-12-30,mastodon,"CVE-2024-47926 - Tecnick TCExam SQL Injection December 30, 2024 at 10:15AM  https:// ift.tt/6k9GlXn   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-47921'],2024-12-30,mastodon,"CVE-2024-47921 - ""Smadar SPS Cryptographic Algorithm Weakness"" December 30, 2024 at 10:15AM  https:// ift.tt/dSe41LV   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-47919'],2024-12-30,mastodon,"CVE-2024-47919 - Tiki Wiki CMS OS Command Injection December 30, 2024 at 10:15AM  https:// ift.tt/nOQD238   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-54450'],2024-12-28,mastodon,"CVE-2024-54450 - Kurmi Provisioning Suite Reflected IP Address Spoofing December 27, 2024 at 08:15PM  https:// ift.tt/wxRWiZQ   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-50944'],2024-12-28,mastodon,"CVE-2024-50944 - SimplCommerce Integer Overflow Vulnerability December 27, 2024 at 07:15PM  https:// ift.tt/c8NjVWl   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-50717'],2024-12-28,mastodon,"CVE-2024-50717 - Smart Agent SQL Injection December 27, 2024 at 09:15PM  https:// ift.tt/lkF8LfR   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-50716'],2024-12-28,mastodon,"CVE-2024-50716 - Smart Agent SQL Injection December 27, 2024 at 09:15PM  https:// ift.tt/rGVHc5U   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56732'],2024-12-28,mastodon,"CVE-2024-56732 - HarfBuzz Heap-Based Buffer Overflow December 27, 2024 at 08:15PM  https:// ift.tt/itzd8Fl   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56509'],2024-12-27,mastodon,"CVE-2024-56509 - changedetection.io Path Traversal Vulnerability December 27, 2024 at 04:15PM  https:// ift.tt/VY1bq5r   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2020-9236'],2024-12-27,mastodon,"CVE-2020-9236 - Huawei Impacted Module Interface Design Vulnerability (Improper Interface Handling) December 27, 2024 at 10:15AM  https:// ift.tt/AIB14WS   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-53850'],2024-12-26,mastodon,"CVE-2024-53850 - GLPI Addressing Plugin Information Disclosure Vulnerability December 26, 2024 at 10:15PM  https:// ift.tt/FL1Yubr   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-54907'],2024-12-26,mastodon,"CVE-2024-54907 - TOTOLINK A3002R Remote Code Execution Vulnerability in boa FormWsc Handler December 26, 2024 at 07:15PM  https:// ift.tt/4Y8iyhc   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-51540'],2024-12-26,mastodon,"CVE-2024-51540 - Dell ECS Arithmetic Overflow Vulnerability (Path Traversal) December 26, 2024 at 04:15PM  https:// ift.tt/UXrzyLC   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-40896'],2024-12-26,mastodon,CVE-2024-40896 Analysis: libxml2 XXE due to type confusion https://www. openwall.com/lists/oss-securit y/2024/12/25/2 # cve   # linux   # libxml2   # xxe   # vulnerability   # exploitation   # bug   # typeconfusion
['CVE-2024-40896'],2024-12-26,mastodon,CVE-2024-40896 Analysis: libxml2 XXE due to type confusion https://www. openwall.com/lists/oss-securit y/2024/12/25/2 # cve   # linux   # libxml2   # xxe   # vulnerability   # exploitation   # bug   # typeconfusion
['CVE-2023-7300'],2024-12-26,mastodon,"CVE-2023-7300 - Huawei Home Music System Path Traversal Vulnerability December 26, 2024 at 09:15AM  https:// ift.tt/FTpzm5x   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-8950'],2024-12-25,mastodon,"CVE-2024-8950 - Arne Informatics Piramit Automation SQL Injection December 25, 2024 at 01:15PM  https:// ift.tt/5ylM9bE   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-11281'],2024-12-25,mastodon,"CVE-2024-11281 - WooCommerce Point of Sale WordPress Store Variable Administrator Email Bypass December 25, 2024 at 07:15AM  https:// ift.tt/HnRzWMp   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-12272'],2024-12-25,mastodon,"CVE-2024-12272 - WP Travel Engine – Elementor Widgets Local File Inclusion Vulnerability December 25, 2024 at 04:15AM  https:// ift.tt/GbXIQde   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2019-2483'],2024-12-24,mastodon,"CVE-2019-2483 - Oracle iStore HTTP Unauthenticated Remote Code Execution Vulnerability December 24, 2024 at 07:15PM  https:// ift.tt/PMk1tVr   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-12746'],2024-12-24,mastodon,"CVE-2024-12746 - Amazon Redshift ODBC Driver SQL Injection Privilege Escalation December 24, 2024 at 05:15PM  https:// ift.tt/mn8v2qe   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-12745'],2024-12-24,mastodon,"CVE-2024-12745 - Amazon Redshift Python Connector SQL Injection Privilege Escalation December 24, 2024 at 05:15PM  https:// ift.tt/EVS1JOb   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-12744'],2024-12-24,mastodon,"CVE-2024-12744 - ""Amazon Redshift JDBC Driver SQL Injection Privilege Escalation"" December 24, 2024 at 05:15PM  https:// ift.tt/I6Qy3os   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56337'],2024-12-24,mastodon,Apache Tomcat Vulnerability CVE-2024-56337 Exposes Servers to RCE Attacks # cve   # java   # tomcat https:// thehackernews.com/2024/12/apac he-tomcat-vulnerability-cve-2024.html?utm_medium=erik.in&utm_source=mastodon
['CVE-2024-12881'],2024-12-24,mastodon,"CVE-2024-12881 - WordPress PlugVersions Arbitrary File Upload Vulnerability December 24, 2024 at 10:15AM  https:// ift.tt/Fb2yVor   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-12594'],2024-12-24,mastodon,"CVE-2024-12594 - ""Limit Login Attempts - Locked Site Privilege Escalation Vulnerability in WordPress"" December 24, 2024 at 06:15AM  https:// ift.tt/sRIX1bu   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-47515'],2024-12-24,mastodon,"CVE-2024-47515 - Pagure Symbolic Link Disclosure Remote File Exposure December 24, 2024 at 04:15AM  https:// ift.tt/1qLsAGM   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-40896'],2024-12-24,mastodon,"CVE-2024-40896 - Libxml2 XXE Information Disclosure December 23, 2024 at 05:15PM  https:// ift.tt/EGarUvJ   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56311'],2024-12-24,mastodon,"CVE-2024-56311 - REDCap CSRF Logout Weakness December 22, 2024 at 09:15PM  https:// ift.tt/6khyc0I   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56310'],2024-12-24,mastodon,"CVE-2024-56310 - REDCap CSRF Logout Vulnerability December 22, 2024 at 09:15PM  https:// ift.tt/sVktjhp   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56326'],2024-12-24,mastodon,"CVE-2024-56326 - ""Jinja Untrusted Template Code Execution Vulnerability"" December 23, 2024 at 04:15PM  https:// ift.tt/WTIALGH   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56201'],2024-12-24,mastodon,"CVE-2024-56201 - Jinja Cross-Site Scripting (XSS) Vulnerability December 23, 2024 at 04:15PM  https:// ift.tt/vHGDqVC   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-54148'],2024-12-24,mastodon,"CVE-2024-54148 - Gogs Symlink Attack December 23, 2024 at 04:15PM  https:// ift.tt/60quOCg   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-45387'],2024-12-23,mastodon,"CVE-2024-45387 - Apache Traffic Control Traffic Ops SQL Injection December 23, 2024 at 04:15PM  https:// ift.tt/fqMT2Ke   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-12902'],2024-12-23,mastodon,"CVE-2024-12902 - ANCHOR from Global Wisdom Software Default Privilege Escalation vulnerabiliy December 23, 2024 at 11:15AM  https:// ift.tt/tI4vbTg   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-46873'],2024-12-23,mastodon,"CVE-2024-46873 - SHARP Router Debug Command Injection Vulnerability December 23, 2024 at 01:15AM  https:// ift.tt/lMLdrvA   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-12771'],2024-12-21,mastodon,"CVE-2024-12771 - WordPress eCommerce Product Catalog Cross-Site Request Forgery (CSRF) December 21, 2024 at 07:15AM  https:// ift.tt/fvG10M7   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-12066'],2024-12-21,mastodon,"CVE-2024-12066 - WordPress SMSA Shipping Plugin Remote File Deletion Vulnerability December 21, 2024 at 07:15AM  https:// ift.tt/jOMbFDP   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-11349'],2024-12-21,mastodon,"CVE-2024-11349 - ""AdForest WordPress Authentication Bypass Vulnerability"" December 21, 2024 at 05:15AM  https:// ift.tt/sGjUScn   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2023-31279'],2024-12-21,mastodon,"CVE-2023-31279 - AirVantage Unauthorized Device Registration Remote Command Execution December 21, 2024 at 12:15AM  https:// ift.tt/5ZIYpRV   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56359'],2024-12-20,mastodon,"CVE-2024-56359 - Grist-Core JavaScript URL Injection Vulnerability (Cross-Site Scripting) December 20, 2024 at 09:15PM  https:// ift.tt/SoLTOuI   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56358'],2024-12-20,mastodon,"CVE-2024-56358 - Grist-Core SVG Evaluation Vulnerability December 20, 2024 at 09:15PM  https:// ift.tt/pKLjOeG   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56357'],2024-12-20,mastodon,"CVE-2024-56357 - Grist-Core Unvalidated Redirect Vulnerability December 20, 2024 at 09:15PM  https:// ift.tt/QAa1D6d   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-37758'],2024-12-20,mastodon,"CVE-2024-37758 - Digiteam Endpoint Unauthenticated Privilege Escalation December 20, 2024 at 07:15PM  https:// ift.tt/tcb9o8F   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-56327'],2024-12-20,mastodon,"CVE-2024-56327 - pyrage Depwiseage Denial of Service December 19, 2024 at 11:15PM  https:// ift.tt/EmRGC5s   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-54150'],2024-12-20,mastodon,"CVE-2024-54150 - ""Cjwt Algorithm Confusion Vulnerability"" December 19, 2024 at 07:15PM  https:// ift.tt/1smKG69   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-11984'],2024-12-20,mastodon,"CVE-2024-11984 - Corporate Training Management System Unrestricted File Upload Remote Code Execution Vulnerability December 19, 2024 at 04:15AM  https:// ift.tt/aQ5WRq4   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-51466'],2024-12-20,mastodon,"CVE-2024-51466 - IBM Cognos Analytics EL Injection December 20, 2024 at 02:15PM  https:// ift.tt/ZoduOsg   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
['CVE-2024-40695'],2024-12-20,mastodon,"CVE-2024-40695 - IBM Cognos Analytics File Upload Vulnerability (Remote Code Execution) December 20, 2024 at 02:15PM  https:// ift.tt/lQXH29x   # CVE   # IOC   # CTI   # ThreatIntelligence   # ThreatIntel   # Cybersecurity   # Recon"
